,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,MARCTagCondition3,Condition3Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,done,648,SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R),Undefined,*, ,Thesaurus,*,,,,$1,,,,no $x|$y|$z|$v,,$1 is approved,,source in ind2 or $2,,https://www.rdaregistry.info/Elements/w/object/#P10322,has subject timespan,IRI,,"<work> rdawo:P10322 <$1> . // has subject timespan
<$1> nomen property <nomenIRI>
<nomenIRI> has nomen string ""$a""
<nomenIRI> rdano:P80069 <tScheme(2nd indicator or $2)> . // has scheme of nomen

If $2 is approved source, use rdato:P70047 .// has authorized access point for timespan. If unapproved use rdato:P70015 .// has access point for tiimespan
- CP 2024-11-28",,https://github.com/uwlib-cams/MARC2RDA/wiki/Decisions-Index#iic1-0s-and-1s-for-rda-entities
1,done,648,SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R),Undefined,*, ,Thesaurus,*,,,,$1,,,,no $x|$y|$z|$v,,$1 is approved,,no source,,https://www.rdaregistry.info/Elements/w/object/#P10322,has subject timespan,IRI,,"<work> rdawo:P10322 <$1> . // has subject timespan
<$1> rdatd:P70015 ""$a"" . // has access point for timespan",,https://github.com/uwlib-cams/MARC2RDA/wiki/Decisions-Index#iic1-0s-and-1s-for-rda-entities
2,done,648,SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R),Undefined,*, ,Thesaurus,*,,,,$0,,,,no $x|$y|$z|$v,,$0 type is right and no $1,,source in ind2 or $2,,https://www.rdaregistry.info/Elements/w/object/#P10322,has subject timespan,IRI,,"<work> rdawo:P10322 <$0> . // has subject timespan
<$0> nomen property <nomenIRI>
<nomenIRI> has nomen string ""$a""
<nomenIRI> rdano:P80069 <tScheme(2nd indicator or $2)> . // has scheme of nomen

If $2 is approved source, use rdato:P70047 .// has authorized access point for timespand. If unapproved use rdato:P70015 .// has access point for tiimespan
- CP 2024-11-28",,https://github.com/uwlib-cams/MARC2RDA/wiki/Decisions-Index#iic1-0s-and-1s-for-rda-entities
3,done,648,SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R),Undefined,*, ,Thesaurus,*,,,,$0,,,,no $x|$y|$z|$v,,$0 type is right and no $1,,no source,,https://www.rdaregistry.info/Elements/w/object/#P10322,has subject timespan,IRI,,"<work> rdawo:P10322 <$0> . // has subject timespan
<$0> rdato:P70015 ""$a"" . // has access point for timespan",,https://github.com/uwlib-cams/MARC2RDA/wiki/Decisions-Index#iic1-0s-and-1s-for-rda-entities
4,done,648,SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R),,,,Thesaurus,*,,,,$0|$1,,,,no $x|$y|$z|$v,,$0 or $1 is unapproved,,,,http://rdaregistry.info/Elements/t/P70018,has identifier for timespan,structured description,,<timespanIRI> rdatd:P70018 <$0 or $1 value>,,https://github.com/uwlib-cams/MARC2RDA/wiki/Decisions-Index#iic1-0s-and-1s-for-rda-entities
5,done,648,SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R),Undefined,*, ,Thesaurus,*,,,,$a,,,,no $1|$0 or $1|$0 uri is not for the timespan,,,,source in ind2 or $2,,https://www.rdaregistry.info/Elements/w/object/#P10322,has subject timespan,IRI,,"<work> rdawo:P10322 <timespanS> . // has subject timespan
<timespanS> nomen property <nomenIRI>
<nomenIRI> has nomen string ""$a""
<nomenIRI> rdano:P80069 <tScheme(2nd indicator or $2)> . // has scheme of nomen

If $2 is approved source, use rdato:P70047 .// has authorized access point for timespand. If unapproved use rdato:P70015 .// has access point for tiimespan
- CP 2024-11-28",,https://github.com/uwlib-cams/MARC2RDA/wiki/Decisions-Index#iic1-0s-and-1s-for-rda-entities
6,done,648,SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R),Undefined,*, ,Thesaurus,*,,,,$a,,,,no $1|$0 or $1|$0 uri is not for the timespan,,,,no source,,https://www.rdaregistry.info/Elements/w/object/#P10322,has subject timespan,IRI,,"<work> rdawo:P10322 <timespanS> . // has subject timespan
<timespanS> rdato:P70015 ""$a"" . // has access point for timespan",,https://github.com/uwlib-cams/MARC2RDA/wiki/Decisions-Index#iic1-0s-and-1s-for-rda-entities
7,done,648,SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R),Undefined,*, ,Thesaurus,*,,,,$1,,,,any $x|$y|$z|$v,,,,,,http://rdaregistry.info/Elements/w/P10256,has subject,IRI,,<work> rdaw:P10256 <$1>,,coded - CP 2024-08-21
8,done,648,SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R),Undefined,*, ,Thesaurus,*,,,,$0,,,,any $x|$y|$z|$v,,$0 type is right and no $1,,,,http://rdaregistry.info/Elements/w/P10256,has subject,IRI,,<work> rdaw:P10256 <converted $0>, ,coded for FAST and IRIs - CP 2024-08-21
9,done,648,SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R),Undefined,*, ,Thesaurus,not 4,,,,"$a, $x, $y, $z, $v",,,, ,no $1|$0, ,,,,http://rdaregistry.info/Elements/w/P10256,"has subject
",IRI,,"<work> rdaw:P10256 <tConcept(field)> . // has subject
<tConcept(field)> skos:prefLabel “stripEndStop($a, $x, $y, $z, $v)” . 
<tConcept(field)> skos:inScheme <tScheme(2nd indicator or $2)> ",,coded - CP 2024-08-09
10,done,648,SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R),Undefined,*, ,Thesaurus,4,,,,"$a, $x, $y, $z, $v",,,, ,no $1|$0, ,,,,https://www.rdaregistry.info/Elements/w/datatype/#P10256,"has subject
",unstructured description,,"<work> rdawd:P10256 “stripEndStop($a, $x, $y, $z, $v)” . ",,coded - CP 2024-08-09
11,delete,648,SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R),Undefined,*, ,Thesaurus,not 4,,,,"$x, $y, $z",,,, ,, ,,,,http://rdaregistry.info/Elements/w/P10256,"has subject
",IRI,,"<work> rdaw:P10256 <tConcept(field)> . // has subject
<tConcept(field)> skos:prefLabel “stripEndStop($x, $y, $z)” . 
<tConcept(field)> skos:inScheme <tScheme(2nd indicator or $2)> ",,coded - CP 2024-08-09
12,delete,648,SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R),Undefined,*, ,Thesaurus,4,,,,"$x, $y, $z",,,, ,, ,,,,https://www.rdaregistry.info/Elements/w/datatype/#P10256,"has subject
",unstructured description,,"<work> rdawd:P10256 “stripEndStop($x, $y, $z)” . ",,coded - CP 2024-08-09
