,Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
0,phase II,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,*,,Relationship,*,,,,b,Name of archiving agency (NR),,,,,,,http://rdaregistry.info/Elements/a/P50378,has appellation of agent,Unstructured,,,,
1,Delete,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,#,No information provided,Relationship,#,No information provided,,,b,Name of archiving agency (NR),,,,,,,,,,,,,
2,Delete,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,#,No information provided,Relationship,0,Resource,,,b,Name of archiving agency (NR),,,,,,,,,,,,,
3,Delete,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,#,No information provided,Relationship,1,Version of resource,,,b,Name of archiving agency (NR),,,,,,,,,,,,,
4,Delete,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,#,No information provided,Relationship,2,Related resource,,,b,Name of archiving agency (NR),,,,,,,,,,,,,
5,Delete,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,#,No information provided,Relationship,3,Component part(s) of resource,,,b,Name of archiving agency (NR),,,,,,,,,,,,,
6,Delete,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,#,No information provided,Relationship,4,Version of component part(s) of resource,,,b,Name of archiving agency (NR),,,,,,,,,,,,,
7,Delete,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,#,No information provided,Relationship,8,No display constant generated,,,b,Name of archiving agency (NR),,,,,,,,,,,,,
8,Delete,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,1,FTP,Relationship,#,No information provided,,,b,Name of archiving agency (NR),,,,,,,,,,,,,
9,Delete,857,ELECTRONIC ARCHIVE LOCATION AND ACCESS (R),Access method,1,FTP,Relationship,0,Resource,,,b,Name of archiving agency (NR),,,,,,,,,,,,,
