Status	MARCField	MARCFieldLabel	MARCInd1Label	MARCInd1Value	MARCInd1ValueLabel	MARCInd2Label	MARCInd2Value	MARCInd2ValueLabel	CharacterPosition	CharacterPositionLabel	MARCSubfield	MARCSubfieldLabel	CodeValue	CodeValueLabel	MARCTagCondition1	Condition1Values	MARCTagCondition2	Condition2Values	RDA Registry URI	RDA Registry Label	Recording Method	Justification for Mapping	Transformation Notes	Problems with Mapping	Notes (Uncategorized)																											
	600	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10261	has subject person																																
	600	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10271	is description of manifestation																																
	600	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10272	is analysis of manifestation																																
	600	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10273	is evaluation of manifestation																																
	600	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10274	is review of manifestation																																
	600	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10275	is critique of manifestation																																
	600	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10276	is commentary on manifestation																																
	600	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10277	is description of expression																																
	600	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10278	is analysis of expression																																
	600	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10279	is evaluation of expression																																
	600	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10280	is review of expression																																
	600	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10281	is critique of expression																																
	600	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10282	is commentary on expression																																
	600	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10319	has subject agent																																
	600	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10325	is description of person																																
	600	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Type of personal name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10338	is description of agent																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10100	is description of work																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10140	is analysis of work																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10153	is evaluation of work																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10178	is review of work																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10182	is critique of work																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10187	is commentary on work																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10198	has related work of work																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10256	has subject																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10257	has subject work																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10258	has subject expression																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10259	has subject manifestation																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10263	has subject corporate body																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10271	is description of manifestation																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10272	is analysis of manifestation																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10273	is evaluation of manifestation																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10274	is review of manifestation																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10275	is critique of manifestation																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10276	is commentary on manifestation																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10277	is description of expression																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10278	is analysis of expression																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10279	is evaluation of expression																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10280	is review of expression																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10281	is critique of expression																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10282	is commentary on expression																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10319	has subject agent																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10320	has subject collective agent																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10326	is description of corporate body																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10338	is description of agent																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10339	is description of collective agent																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10100	is description of work																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10140	is analysis of work																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10153	is evaluation of work																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10178	is review of work																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10182	is critique of work																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10187	is commentary on work																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10198	has related work of work																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10256	has subject																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10257	has subject work																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10258	has subject expression																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10259	has subject manifestation																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10263	has subject corporate body																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10271	is description of manifestation																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10272	is analysis of manifestation																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10273	is evaluation of manifestation																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10274	is review of manifestation																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10275	is critique of manifestation																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10276	is commentary on manifestation																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10277	is description of expression																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10278	is analysis of expression																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10279	is evaluation of expression																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10280	is review of expression																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10281	is critique of expression																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10282	is commentary on expression																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10319	has subject agent																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10320	has subject collective agent																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10326	is description of corporate body																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10338	is description of agent																																
	610	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Type of corporate name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10339	is description of collective agent																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10100	is description of work																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10140	is analysis of work																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10153	is evaluation of work																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10178	is review of work																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10182	is critique of work																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10187	is commentary on work																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10198	has related work of work																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10256	has subject																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10257	has subject work																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10258	has subject expression																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10259	has subject manifestation																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10271	is description of manifestation																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10272	is analysis of manifestation																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10273	is evaluation of manifestation																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10274	is review of manifestation																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10275	is critique of manifestation																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10276	is commentary on manifestation																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10277	is description of expression																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10278	is analysis of expression																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10279	is evaluation of expression																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10280	is review of expression																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10281	is critique of expression																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10282	is commentary on expression																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10326	is description of corporate body																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10100	is description of work																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10140	is analysis of work																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10153	is evaluation of work																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10178	is review of work																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10182	is critique of work																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10187	is commentary on work																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10198	has related work of work																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10256	has subject																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10257	has subject work																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10258	has subject expression																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10259	has subject manifestation																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10271	is description of manifestation																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10272	is analysis of manifestation																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10273	is evaluation of manifestation																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10274	is review of manifestation																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10275	is critique of manifestation																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10276	is commentary on manifestation																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10277	is description of expression																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10278	is analysis of expression																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10279	is evaluation of expression																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10280	is review of expression																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10281	is critique of expression																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10282	is commentary on expression																																
	611	SUBJECT ADDED ENTRY--MEETING NAME (R)	Type of meeting name entry element	*		Thesaurus	*				1	Real World Object URI (R)							http://rdaregistry.info/Elements/w/P10326	is description of corporate body																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10100	is description of work																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10140	is analysis of work																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10153	is evaluation of work																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10178	is review of work																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10182	is critique of work																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10187	is commentary on work																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10198	has related work of work																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10256	has subject																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10257	has subject work																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10258	has subject expression																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10259	has subject manifestation																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10271	is description of manifestation																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10272	is analysis of manifestation																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10273	is evaluation of manifestation																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10274	is review of manifestation																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10275	is critique of manifestation																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10276	is commentary on manifestation																																
	630	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Nonfiling characters	*		Thesaurus	*				0	Authority record control number or standard number (R)							http://rdaregistry.info/Elements/w/P10277	is description of expression																																
