Not Mapped,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10100,is description of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10140,is analysis of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10153,is evaluation of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10178,is review of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10182,is critique of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10187,is commentary on work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10198,has related work of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10256,has subject,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10257,has subject work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10258,has subject expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10259,has subject manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10261,has subject person,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10271,is description of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10272,is analysis of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10273,is evaluation of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10274,is review of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10275,is critique of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10276,is commentary on manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10277,is description of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10278,is analysis of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10279,is evaluation of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10280,is review of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10281,is critique of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10282,is commentary on expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10319,has subject agent,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10325,is description of person,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10338,is description of agent,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10100,is description of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10140,is analysis of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10153,is evaluation of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10178,is review of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10182,is critique of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10187,is commentary on work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10198,has related work of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10256,has subject,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10257,has subject work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10258,has subject expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10259,has subject manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10261,has subject person,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10271,is description of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10272,is analysis of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10273,is evaluation of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10274,is review of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10275,is critique of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10276,is commentary on manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10277,is description of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10278,is analysis of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10279,is evaluation of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10280,is review of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10281,is critique of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10282,is commentary on expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10319,has subject agent,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10325,is description of person,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10338,is description of agent,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10100,is description of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10140,is analysis of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10153,is evaluation of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10178,is review of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10182,is critique of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10187,is commentary on work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10256,has subject,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10257,has subject work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10258,has subject expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10259,has subject manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10261,has subject person,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10271,is description of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10272,is analysis of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10273,is evaluation of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10274,is review of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10275,is critique of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10276,is commentary on manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10277,is description of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10278,is analysis of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10279,is evaluation of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10280,is review of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10281,is critique of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10282,is commentary on expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10319,has subject agent,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10325,is description of person,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,a,Personal name (NR),,,,,,,http://rdaregistry.info/Elements/w/P10338,is description of agent,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10100,is description of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10140,is analysis of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10153,is evaluation of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10178,is review of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10182,is critique of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10187,is commentary on work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10256,has subject,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10257,has subject work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10258,has subject expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10259,has subject manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10261,has subject person,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10271,is description of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10272,is analysis of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10273,is evaluation of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10274,is review of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10275,is critique of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10276,is commentary on manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10277,is description of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10278,is analysis of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10279,is evaluation of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10280,is review of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10281,is critique of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10282,is commentary on expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10319,has subject agent,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10325,is description of person,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,b,Numeration (NR),,,,,,,http://rdaregistry.info/Elements/w/P10338,is description of agent,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10100,is description of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10140,is analysis of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10153,is evaluation of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10178,is review of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10182,is critique of work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10187,is commentary on work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10256,has subject,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10257,has subject work,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10258,has subject expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10259,has subject manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10261,has subject person,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10271,is description of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10272,is analysis of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10273,is evaluation of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10274,is review of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10275,is critique of manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10276,is commentary on manifestation,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10277,is description of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10278,is analysis of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10279,is evaluation of expression,,,,,
,600,SUBJECT ADDED ENTRY--PERSONAL NAME (R),Type of personal name entry element,*,,Thesaurus,*,,,,c,Titles and other words associated with a name (R),,,,,,,http://rdaregistry.info/Elements/w/P10280,is review of expression,,,,,
