Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,085,SYNTHESIZED CLASSIFICATION NUMBER COMPONENTS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,a,Number where instructions are found-single number or beginning number of span (R),,,,,,,,,,,,,
,085,SYNTHESIZED CLASSIFICATION NUMBER COMPONENTS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,b,Base number (R),,,,,,,,,,,,,
,085,SYNTHESIZED CLASSIFICATION NUMBER COMPONENTS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,c,Classification number-ending number of span (R),,,,,,,,,,,,,
,085,SYNTHESIZED CLASSIFICATION NUMBER COMPONENTS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,f,Facet designator (R),,,,,,,,,,,,,
,085,SYNTHESIZED CLASSIFICATION NUMBER COMPONENTS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,r,Root number (R),,,,,,,,,,,,,
,085,SYNTHESIZED CLASSIFICATION NUMBER COMPONENTS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,s,Digits added from classification number in schedule or external table (R),,,,,,,,,,,,,
,085,SYNTHESIZED CLASSIFICATION NUMBER COMPONENTS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,t,Digits added from internal subarrangement or add table (R),,,,,,,,,,,,,
,085,SYNTHESIZED CLASSIFICATION NUMBER COMPONENTS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,u,Number being analyzed (R),,,,,,,,,,,,,
,085,SYNTHESIZED CLASSIFICATION NUMBER COMPONENTS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,v,Number in internal subarrangement or add table where instructions are found (R),,,,,,,,,,,,,
,085,SYNTHESIZED CLASSIFICATION NUMBER COMPONENTS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,w,Table identification-Internal subarrangement or add table (R),,,,,,,,,,,,,
,085,SYNTHESIZED CLASSIFICATION NUMBER COMPONENTS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,y,Table sequence number for internal subarrangement or add table (R),,,,,,,,,,,,,
,085,SYNTHESIZED CLASSIFICATION NUMBER COMPONENTS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,z,Table identification (R),,,,,,,,,,,,,
,085,SYNTHESIZED CLASSIFICATION NUMBER COMPONENTS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,085,SYNTHESIZED CLASSIFICATION NUMBER COMPONENTS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,1,Real World Object URI (R),,,,,,,,,,,,,
,085,SYNTHESIZED CLASSIFICATION NUMBER COMPONENTS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
,085,SYNTHESIZED CLASSIFICATION NUMBER COMPONENTS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
