Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,a,Authentication code (R),,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,dc,Dublin Core,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,dhca,Dance Heritage Coalition Access Project,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,gamma,Georgia Archives & Manuscripts Automated Access Project,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,gils,Government Information Location Service,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,isds/c,ISSN Canada,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,lc,Library of Congress,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,lcac,LC Annotated Children's Cataloging Program,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,lccopycat,LC copy cataloging,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,lccopycat-nm,LC copy cataloging-Near Match,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,lcd,CONSER full authority application,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,lcderive,LC derived cataloging,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,lchlas,Handbook of Latin American Studies,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,lcllh,LC Law Library Hispanic,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,lcnccp,LC National Coordinated Cataloging Program,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,lcnitrate,LC nitrate film,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,lcnuc,National Union Catalog,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,lcode,LC overseas data entry,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,msc,CONSER minimal authority application,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,nlc,National Library of Canada,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,nlmcopyc,National Library of Medicine copy cataloging,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,nsdp,National Serial Data Program,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,ntccf,LC National Translations Center citation file,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,pcc,Program for Cooperative Cataloging,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,premarc,LC PreMARC Retrospective Conversion Project,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,sanb,South African National Bibliography Project,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,xisds/c,ISSN Canada does not consider item a serial,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,xlc,LC does not consider item a serial,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,xnlc,NLC does not consider item a serial,,,,,,,,,,,,,
,042,AUTHENTICATION CODE (NR),Undefined,#,Undefined,Undefined,#,Undefined,,,xnsdp,NSDP does not consider item a serial,,,,,,,,,,,,,
