Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
loss,041,LANGUAGE CODE (R),Translation indication,*,,Source of code,*,,,,a,Language code of text/sound track or separate title (R),,,,,,,http://rdaregistry.info/Elements/e/P20006,has language of expression,identifier,,,How to deal with obsolete data where $a contains both the language being translated into and the language being translated from? -- ZP 3/8/2022; Order of subfields may be lost -- ZP 3/16/2022,
loss,041,LANGUAGE CODE (R),Translation indication,*,,Source of code,*,,,,b,Language code of summary or abstract (R),,,,,,,http://rdaregistry.info/Elements/e/P20006,has language of expression,identifier,,,,
?,041,LANGUAGE CODE (R),Translation indication,*,,Source of code,*,,,,c,Languages of separate titles (VM) [OBSOLETE],,,,,,,http://rdaregistry.info/Elements/e/P20006,has language of expression,identifier,,,How to deal with obsolete data -- ZP 3/16/2022,
loss,041,LANGUAGE CODE (R),Translation indication,*,,Source of code,*,,,,d,Language code of sung or spoken text (R),,,,,,,http://rdaregistry.info/Elements/e/P20006,has language of expression,identifier,,,,
loss,041,LANGUAGE CODE (R),Translation indication,*,,Source of code,*,,,,e,Language code of librettos (R),,,,,,,http://rdaregistry.info/Elements/e/P20006,has language of expression,identifier,,,,
loss,041,LANGUAGE CODE (R),Translation indication,*,,Source of code,*,,,,f,Language code of table of contents (R),,,,,,,http://rdaregistry.info/Elements/e/P20006,has language of expression,identifier,,,,
loss,041,LANGUAGE CODE (R),Translation indication,*,,Source of code,*,,,,g,Language code of accompanying material other than librettos and transcripts (R),,,,,,,http://rdaregistry.info/Elements/e/P20006,has language of expression,identifier,,,,
not mapped,041,LANGUAGE CODE (R),Translation indication,#,No information provided,Source of code,#,MARC language code,,,h,Language code of original and/or intermediate translations of text (R) [REDEFINED],,,,,,,,,,Describes a related expression -- ZP 3/8/2022,,,
not mapped,041,LANGUAGE CODE (R),Translation indication,#,No information provided,Source of code,#,MARC language code,,,h,Language code of original (R),,,,,,,,,,Describes a related expression -- ZP 3/8/2022,,,
not mapped,041,LANGUAGE CODE (R),Translation indication,#,No information provided,Source of code,7,Source specified in subfield $2,,,h,Language code of original and/or intermediate translations of text (R) [REDEFINED],,,,,,,,,,Describes a related expression -- ZP 3/8/2022,,,
not mapped,041,LANGUAGE CODE (R),Translation indication,#,No information provided,Source of code,7,Source specified in subfield $2,,,h,Language code of original (R),,,,,,,,,,Describes a related expression -- ZP 3/8/2022,,,
delete,041,LANGUAGE CODE (R),Translation indication,0,Item not a translation/does not include a translation,Source of code,#,MARC language code,,,h,Language code of original and/or intermediate translations of text (R) [REDEFINED],,,,,,,,,,,,,
delete,041,LANGUAGE CODE (R),Translation indication,0,Item not a translation/does not include a translation,Source of code,#,MARC language code,,,h,Language code of original (R),,,,,,,,,,,,,
delete,041,LANGUAGE CODE (R),Translation indication,0,Item not a translation/does not include a translation,Source of code,7,Source specified in subfield $2,,,h,Language code of original and/or intermediate translations of text (R) [REDEFINED],,,,,,,,,,,,,
delete,041,LANGUAGE CODE (R),Translation indication,0,Item not a translation/does not include a translation,Source of code,7,Source specified in subfield $2,,,h,Language code of original (R),,,,,,,,,,,,,
not mapped,041,LANGUAGE CODE (R),Translation indication,1,Item is or includes a translation,Source of code,#,MARC language code,,,h,Language code of original and/or intermediate translations of text (R) [REDEFINED],,,,,,,,,,Describes a related expression -- ZP 3/8/2022,,,
not mapped,041,LANGUAGE CODE (R),Translation indication,1,Item is or includes a translation,Source of code,#,MARC language code,,,h,Language code of original (R),,,,,,,,,,Describes a related expression -- ZP 3/8/2022,,,
not mapped,041,LANGUAGE CODE (R),Translation indication,1,Item is or includes a translation,Source of code,7,Source specified in subfield $2,,,h,Language code of original and/or intermediate translations of text (R) [REDEFINED],,,,,,,,,,Describes a related expression -- ZP 3/8/2022,,,
not mapped,041,LANGUAGE CODE (R),Translation indication,1,Item is or includes a translation,Source of code,7,Source specified in subfield $2,,,h,Language code of original (R),,,,,,,,,,Describes a related expression -- ZP 3/8/2022,,,
loss,041,LANGUAGE CODE (R),Translation indication,*,,Source of code,*,,,,i,Language code of intertitles (R),,,,,,,http://rdaregistry.info/Elements/e/P20006,has language of expression,identifier,,,,
loss,041,LANGUAGE CODE (R),Translation indication,*,,Source of code,*,,,,j,Language code of subtitles (R),,,,,,,http://rdaregistry.info/Elements/e/P20006,has language of expression,identifier,,,,
not mapped,041,LANGUAGE CODE (R),Translation indication,#,No information provided,Source of code,#,MARC language code,,,k,Language code of intermediate translations (R),,,,,,,,,,Describes a related expression -- ZP 3/8/2022,,,
not mapped,041,LANGUAGE CODE (R),Translation indication,#,No information provided,Source of code,7,Source specified in subfield $2,,,k,Language code of intermediate translations (R),,,,,,,,,,Describes a related expression -- ZP 3/8/2022,,,
delete,041,LANGUAGE CODE (R),Translation indication,0,Item not a translation/does not include a translation,Source of code,#,MARC language code,,,k,Language code of intermediate translations (R),,,,,,,,,,,,,
delete,041,LANGUAGE CODE (R),Translation indication,0,Item not a translation/does not include a translation,Source of code,7,Source specified in subfield $2,,,k,Language code of intermediate translations (R),,,,,,,,,,,,,
