Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,0,Document,Undefined,#,Undefined,,,a,Security classification (NR),,,,,,,,,,,,,
,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,1,Title,Undefined,#,Undefined,,,a,Security classification (NR),,,,,,,,,,,,,
,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,2,Abstract,Undefined,#,Undefined,,,a,Security classification (NR),,,,,,,,,,,,,
,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,3,Contents note,Undefined,#,Undefined,,,a,Security classification (NR),,,,,,,,,,,,,
,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,4,Author,Undefined,#,Undefined,,,a,Security classification (NR),,,,,,,,,,,,,
,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,5,Record,Undefined,#,Undefined,,,a,Security classification (NR),,,,,,,,,,,,,
,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,8,Other element,Undefined,#,Undefined,,,a,Security classification (NR),,,,,,,,,,,,,
,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,0,Document,Undefined,#,Undefined,,,b,Handling instructions (R),,,,,,,,,,,,,
,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,1,Title,Undefined,#,Undefined,,,b,Handling instructions (R),,,,,,,,,,,,,
,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,2,Abstract,Undefined,#,Undefined,,,b,Handling instructions (R),,,,,,,,,,,,,
,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,3,Contents note,Undefined,#,Undefined,,,b,Handling instructions (R),,,,,,,,,,,,,
,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,4,Author,Undefined,#,Undefined,,,b,Handling instructions (R),,,,,,,,,,,,,
,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,5,Record,Undefined,#,Undefined,,,b,Handling instructions (R),,,,,,,,,,,,,
,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,8,Other element,Undefined,#,Undefined,,,b,Handling instructions (R),,,,,,,,,,,,,
,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,0,Document,Undefined,#,Undefined,,,c,External dissemination information (R),,,,,,,,,,,,,
,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,1,Title,Undefined,#,Undefined,,,c,External dissemination information (R),,,,,,,,,,,,,
,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,2,Abstract,Undefined,#,Undefined,,,c,External dissemination information (R),,,,,,,,,,,,,
,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,3,Contents note,Undefined,#,Undefined,,,c,External dissemination information (R),,,,,,,,,,,,,
,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,4,Author,Undefined,#,Undefined,,,c,External dissemination information (R),,,,,,,,,,,,,
,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,5,Record,Undefined,#,Undefined,,,c,External dissemination information (R),,,,,,,,,,,,,
,355,SECURITY CLASSIFICATION CONTROL (R),Controlled element,8,Other element,Undefined,#,Undefined,,,c,External dissemination information (R),,,,,,,,,,,,,
