Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,385,AUDIENCE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,a,Audience term (R),,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,,,,,
,385,AUDIENCE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,a,Audience term (R),,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
,385,AUDIENCE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,b,Audience code (R),,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,,,,,
,385,AUDIENCE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,b,Audience code (R),,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
,385,AUDIENCE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,m,Demographic group term (NR),,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,,,,,
,385,AUDIENCE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,m,Demographic group term (NR),,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
,385,AUDIENCE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,n,Demographic group code (NR),,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,,,,,
,385,AUDIENCE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,n,Demographic group code (NR),,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
,385,AUDIENCE CHARACTERISTICS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,2,Source (NR),,,,,,,,,,,,,
,385,AUDIENCE CHARACTERISTICS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,3,Materials specified (NR),,,,,,,,,,,,,
,385,AUDIENCE CHARACTERISTICS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
,385,AUDIENCE CHARACTERISTICS (R),Undefined,#,Undefined,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,385,AUDIENCE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,,,,,
,385,AUDIENCE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
,385,AUDIENCE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/e/P20322,has intended audience of expression,,,,,
,385,AUDIENCE CHARACTERISTICS (R),Undefined,*,,Undefined,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/m/P30305,has intended audience of manifestation,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
