Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,240,UNIFORM TITLE (NR),Uniform title printed or displayed,*,,Nonfiling characters,*,,,,a,Uniform title (NR),,,,,,,http://rdaregistry.info/Elements/w/P10088,has title of work,,,,,
,240,UNIFORM TITLE (NR),Uniform title printed or displayed,*,,Nonfiling characters,*,,,,a,Uniform title (NR),,,,,,,http://rdaregistry.info/Elements/w/P10223,has preferred title of work,,,,,
,240,UNIFORM TITLE (NR),Uniform title printed or displayed,*,,Nonfiling characters,*,,,,a,Uniform title (NR),,,,,,,http://rdaregistry.info/Elements/e/P20312,has title of expression,,,,,
,240,UNIFORM TITLE (NR),Uniform title printed or displayed,*,,Nonfiling characters,*,,,,d,Date of treaty signing (R),,,,,,,http://rdaregistry.info/Elements/w/P10219,has date of work,,,,,
,240,UNIFORM TITLE (NR),Uniform title printed or displayed,*,,Nonfiling characters,*,,,,d,Date of treaty signing (R),,,,,,,http://rdaregistry.info/Elements/w/P10317,has related timespan of work,,,,,
,240,UNIFORM TITLE (NR),Uniform title printed or displayed,*,,Nonfiling characters,*,,,,f,Date of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10219,has date of work,,,,,
,240,UNIFORM TITLE (NR),Uniform title printed or displayed,*,,Nonfiling characters,*,,,,f,Date of a work (NR),,,,,,,http://rdaregistry.info/Elements/w/P10317,has related timespan of work,,,,,
,240,UNIFORM TITLE (NR),Uniform title printed or displayed,*,,Nonfiling characters,*,,,,f,Date of a work (NR),,,,,,,http://rdaregistry.info/Elements/e/P20214,has date of expression,,,,,
,240,UNIFORM TITLE (NR),Uniform title printed or displayed,*,,Nonfiling characters,*,,,,f,Date of a work (NR),,,,,,,http://rdaregistry.info/Elements/e/P20307,has related timespan of expression,,,,,
,240,UNIFORM TITLE (NR),Uniform title printed or displayed,*,,Nonfiling characters,*,,,,g,Miscellaneous information (R),,,,,,,http://rdaregistry.info/Elements/w/P10292,has participant in treaty,,,,,
