Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Source of call number,#,No information provided [OBSOLETE],,,a,Classification number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Source of call number,0,Assigned by NLM,,,a,Classification number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Series call number (SE) [OBSOLETE],0,No series involved,,,a,Classification number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Series call number (SE) [OBSOLETE],1,Main series,,,a,Classification number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Series call number (SE) [OBSOLETE],2,Subseries,,,a,Classification number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Series call number (SE) [OBSOLETE],3,Sub-subseries,,,a,Classification number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Source of call number,4,Assigned by agency other than NLM,,,a,Classification number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Source of call number,#,No information provided [OBSOLETE],,,a,Classification number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Source of call number,0,Assigned by NLM,,,a,Classification number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Series call number (SE) [OBSOLETE],0,No series involved,,,a,Classification number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Series call number (SE) [OBSOLETE],1,Main series,,,a,Classification number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Series call number (SE) [OBSOLETE],2,Subseries,,,a,Classification number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Series call number (SE) [OBSOLETE],3,Sub-subseries,,,a,Classification number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Source of call number,4,Assigned by agency other than NLM,,,a,Classification number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Source of call number,#,No information provided [OBSOLETE],,,a,Classification number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Source of call number,0,Assigned by NLM,,,a,Classification number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Series call number (SE) [OBSOLETE],0,No series involved,,,a,Classification number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Series call number (SE) [OBSOLETE],1,Main series,,,a,Classification number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Series call number (SE) [OBSOLETE],2,Subseries,,,a,Classification number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Series call number (SE) [OBSOLETE],3,Sub-subseries,,,a,Classification number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Source of call number,4,Assigned by agency other than NLM,,,a,Classification number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Source of call number,#,No information provided [OBSOLETE],,,b,Item number (NR),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Source of call number,0,Assigned by NLM,,,b,Item number (NR),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Series call number (SE) [OBSOLETE],0,No series involved,,,b,Item number (NR),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Series call number (SE) [OBSOLETE],1,Main series,,,b,Item number (NR),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Series call number (SE) [OBSOLETE],2,Subseries,,,b,Item number (NR),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Series call number (SE) [OBSOLETE],3,Sub-subseries,,,b,Item number (NR),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Source of call number,4,Assigned by agency other than NLM,,,b,Item number (NR),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Source of call number,#,No information provided [OBSOLETE],,,b,Item number (NR),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Source of call number,0,Assigned by NLM,,,b,Item number (NR),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Series call number (SE) [OBSOLETE],0,No series involved,,,b,Item number (NR),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Series call number (SE) [OBSOLETE],1,Main series,,,b,Item number (NR),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Series call number (SE) [OBSOLETE],2,Subseries,,,b,Item number (NR),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Series call number (SE) [OBSOLETE],3,Sub-subseries,,,b,Item number (NR),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Source of call number,4,Assigned by agency other than NLM,,,b,Item number (NR),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Source of call number,#,No information provided [OBSOLETE],,,b,Item number (NR),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Source of call number,0,Assigned by NLM,,,b,Item number (NR),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Series call number (SE) [OBSOLETE],0,No series involved,,,b,Item number (NR),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Series call number (SE) [OBSOLETE],1,Main series,,,b,Item number (NR),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Series call number (SE) [OBSOLETE],2,Subseries,,,b,Item number (NR),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Series call number (SE) [OBSOLETE],3,Sub-subseries,,,b,Item number (NR),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Source of call number,4,Assigned by agency other than NLM,,,b,Item number (NR),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Source of call number,0,Assigned by NLM,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Series call number (SE) [OBSOLETE],0,No series involved,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Source of call number,0,Assigned by NLM,,,1,Real World Object URI (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Series call number (SE) [OBSOLETE],0,No series involved,,,1,Real World Object URI (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Source of call number,0,Assigned by NLM,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Series call number (SE) [OBSOLETE],0,No series involved,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Series call number (SE) [OBSOLETE],1,Main series,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Series call number (SE) [OBSOLETE],1,Main series,,,1,Real World Object URI (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Series call number (SE) [OBSOLETE],1,Main series,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Series call number (SE) [OBSOLETE],2,Subseries,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Series call number (SE) [OBSOLETE],2,Subseries,,,1,Real World Object URI (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Series call number (SE) [OBSOLETE],2,Subseries,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Series call number (SE) [OBSOLETE],3,Sub-subseries,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Series call number (SE) [OBSOLETE],3,Sub-subseries,,,1,Real World Object URI (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Series call number (SE) [OBSOLETE],3,Sub-subseries,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Source of call number,4,Assigned by agency other than NLM,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Source of call number,4,Assigned by agency other than NLM,,,1,Real World Object URI (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Source of call number,4,Assigned by agency other than NLM,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Source of call number,#,No information provided [OBSOLETE],,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Source of call number,#,No information provided [OBSOLETE],,,1,Real World Object URI (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,0,Item is in NLM,Source of call number,#,No information provided [OBSOLETE],,,8,Field link and sequence number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Source of call number,0,Assigned by NLM,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Series call number (SE) [OBSOLETE],0,No series involved,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Source of call number,0,Assigned by NLM,,,1,Real World Object URI (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Series call number (SE) [OBSOLETE],0,No series involved,,,1,Real World Object URI (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Source of call number,0,Assigned by NLM,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Series call number (SE) [OBSOLETE],0,No series involved,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Series call number (SE) [OBSOLETE],1,Main series,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Series call number (SE) [OBSOLETE],1,Main series,,,1,Real World Object URI (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Series call number (SE) [OBSOLETE],1,Main series,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Series call number (SE) [OBSOLETE],2,Subseries,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Series call number (SE) [OBSOLETE],2,Subseries,,,1,Real World Object URI (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Series call number (SE) [OBSOLETE],2,Subseries,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Series call number (SE) [OBSOLETE],3,Sub-subseries,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Series call number (SE) [OBSOLETE],3,Sub-subseries,,,1,Real World Object URI (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Series call number (SE) [OBSOLETE],3,Sub-subseries,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Source of call number,4,Assigned by agency other than NLM,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Source of call number,4,Assigned by agency other than NLM,,,1,Real World Object URI (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Source of call number,4,Assigned by agency other than NLM,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Source of call number,#,No information provided [OBSOLETE],,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Source of call number,#,No information provided [OBSOLETE],,,1,Real World Object URI (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,1,Item is not in NLM,Source of call number,#,No information provided [OBSOLETE],,,8,Field link and sequence number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Source of call number,0,Assigned by NLM,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Series call number (SE) [OBSOLETE],0,No series involved,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Source of call number,0,Assigned by NLM,,,1,Real World Object URI (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Series call number (SE) [OBSOLETE],0,No series involved,,,1,Real World Object URI (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Source of call number,0,Assigned by NLM,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Series call number (SE) [OBSOLETE],0,No series involved,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Series call number (SE) [OBSOLETE],1,Main series,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Series call number (SE) [OBSOLETE],1,Main series,,,1,Real World Object URI (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Series call number (SE) [OBSOLETE],1,Main series,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Series call number (SE) [OBSOLETE],2,Subseries,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Series call number (SE) [OBSOLETE],2,Subseries,,,1,Real World Object URI (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Series call number (SE) [OBSOLETE],2,Subseries,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Series call number (SE) [OBSOLETE],3,Sub-subseries,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Series call number (SE) [OBSOLETE],3,Sub-subseries,,,1,Real World Object URI (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Series call number (SE) [OBSOLETE],3,Sub-subseries,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Source of call number,4,Assigned by agency other than NLM,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Source of call number,4,Assigned by agency other than NLM,,,1,Real World Object URI (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Source of call number,4,Assigned by agency other than NLM,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Source of call number,#,No information provided [OBSOLETE],,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,060,NATIONAL LIBRARY OF MEDICINE CALL NUMBER (R),Existence in NLM collection,#,No information provided,Source of call number,#,No information provided [OBSOLETE],,,1,Real World Object URI (R),,,,,,,,,,,,,
