Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,037,SOURCE OF ACQUISITION (R),Source of acquisition sequence,#,Not applicable/No information provided/Earliest,Undefined,#,Undefined,,,a,Stock number (NR),,,,,,,,,,,,,
,037,SOURCE OF ACQUISITION (R),Source of acquisition sequence,2,Intervening,Undefined,#,Undefined,,,a,Stock number (NR),,,,,,,,,,,,,
,037,SOURCE OF ACQUISITION (R),Source of acquisition sequence,3,Current/Latest,Undefined,#,Undefined,,,a,Stock number (NR),,,,,,,,,,,,,
,037,SOURCE OF ACQUISITION (R),Source of acquisition sequence,*,,Undefined,*,,,,b,Source of stock number/acquisition (NR),,,,,,,http://rdaregistry.info/Elements/m/P30141,has contact information,,,,,
,037,SOURCE OF ACQUISITION (R),Source of acquisition sequence,*,,Undefined,*,,,,c,Terms of availability (R),,,,,,,http://rdaregistry.info/Elements/m/P30160,has term of availability,,,,,
,037,SOURCE OF ACQUISITION (R),Source of acquisition sequence,#,Not applicable/No information provided/Earliest,Undefined,#,Undefined,,,f,Form of issue (R),,,,,,,,,,,,,
,037,SOURCE OF ACQUISITION (R),Source of acquisition sequence,2,Intervening,Undefined,#,Undefined,,,f,Form of issue (R),,,,,,,,,,,,,
,037,SOURCE OF ACQUISITION (R),Source of acquisition sequence,3,Current/Latest,Undefined,#,Undefined,,,f,Form of issue (R),,,,,,,,,,,,,
,037,SOURCE OF ACQUISITION (R),Source of acquisition sequence,#,Not applicable/No information provided/Earliest,Undefined,#,Undefined,,,g,Additional format characteristics (R),,,,,,,,,,,,,
,037,SOURCE OF ACQUISITION (R),Source of acquisition sequence,2,Intervening,Undefined,#,Undefined,,,g,Additional format characteristics (R),,,,,,,,,,,,,
,037,SOURCE OF ACQUISITION (R),Source of acquisition sequence,3,Current/Latest,Undefined,#,Undefined,,,g,Additional format characteristics (R),,,,,,,,,,,,,
,037,SOURCE OF ACQUISITION (R),Source of acquisition sequence,#,Not applicable/No information provided/Earliest,Undefined,#,Undefined,,,n,Note (R),,,,,,,,,,,,,
,037,SOURCE OF ACQUISITION (R),Source of acquisition sequence,2,Intervening,Undefined,#,Undefined,,,n,Note (R),,,,,,,,,,,,,
,037,SOURCE OF ACQUISITION (R),Source of acquisition sequence,3,Current/Latest,Undefined,#,Undefined,,,n,Note (R),,,,,,,,,,,,,
