Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,382,MEDIUM OF PERFORMANCE (R),Display constant controller,*,,Access control,*,,,,a,Medium of performance (R),,,,,,,http://rdaregistry.info/Elements/e/P20215,has medium of performance of musical content,,,,,
,382,MEDIUM OF PERFORMANCE (R),Display constant controller,#,No information provided,Access control,#,No information provided,,,b,Soloist (R),,,,,,,,,,,,,
,382,MEDIUM OF PERFORMANCE (R),Display constant controller,#,No information provided,Access control,0,Not intended for access,,,b,Soloist (R),,,,,,,,,,,,,
,382,MEDIUM OF PERFORMANCE (R),Display constant controller,#,No information provided,Access control,1,Intended for access,,,b,Soloist (R),,,,,,,,,,,,,
,382,MEDIUM OF PERFORMANCE (R),Display constant controller,0,Medium of performance,Access control,#,No information provided,,,b,Soloist (R),,,,,,,,,,,,,
,382,MEDIUM OF PERFORMANCE (R),Display constant controller,0,Medium of performance,Access control,0,Not intended for access,,,b,Soloist (R),,,,,,,,,,,,,
,382,MEDIUM OF PERFORMANCE (R),Display constant controller,0,Medium of performance,Access control,1,Intended for access,,,b,Soloist (R),,,,,,,,,,,,,
,382,MEDIUM OF PERFORMANCE (R),Display constant controller,1,Partial medium of performance,Access control,#,No information provided,,,b,Soloist (R),,,,,,,,,,,,,
,382,MEDIUM OF PERFORMANCE (R),Display constant controller,1,Partial medium of performance,Access control,0,Not intended for access,,,b,Soloist (R),,,,,,,,,,,,,
,382,MEDIUM OF PERFORMANCE (R),Display constant controller,1,Partial medium of performance,Access control,1,Intended for access,,,b,Soloist (R),,,,,,,,,,,,,
,382,MEDIUM OF PERFORMANCE (R),Display constant controller,#,No information provided,Access control,#,No information provided,,,d,Doubling instrument (R),,,,,,,,,,,,,
,382,MEDIUM OF PERFORMANCE (R),Display constant controller,#,No information provided,Access control,0,Not intended for access,,,d,Doubling instrument (R),,,,,,,,,,,,,
,382,MEDIUM OF PERFORMANCE (R),Display constant controller,#,No information provided,Access control,1,Intended for access,,,d,Doubling instrument (R),,,,,,,,,,,,,
,382,MEDIUM OF PERFORMANCE (R),Display constant controller,0,Medium of performance,Access control,#,No information provided,,,d,Doubling instrument (R),,,,,,,,,,,,,
,382,MEDIUM OF PERFORMANCE (R),Display constant controller,0,Medium of performance,Access control,0,Not intended for access,,,d,Doubling instrument (R),,,,,,,,,,,,,
,382,MEDIUM OF PERFORMANCE (R),Display constant controller,0,Medium of performance,Access control,1,Intended for access,,,d,Doubling instrument (R),,,,,,,,,,,,,
,382,MEDIUM OF PERFORMANCE (R),Display constant controller,1,Partial medium of performance,Access control,#,No information provided,,,d,Doubling instrument (R),,,,,,,,,,,,,
,382,MEDIUM OF PERFORMANCE (R),Display constant controller,1,Partial medium of performance,Access control,0,Not intended for access,,,d,Doubling instrument (R),,,,,,,,,,,,,
