Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,080,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,#,No information provided,Undefined,#,Undefined,,,a,Universal Decimal Classification number (NR),,,,,,,,,,,,,
,080,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,0,Full,Undefined,#,Undefined,,,a,Universal Decimal Classification number (NR),,,,,,,,,,,,,
,080,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,1,Abridged,Undefined,#,Undefined,,,a,Universal Decimal Classification number (NR),,,,,,,,,,,,,
,080,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,#,No information provided,Undefined,#,Undefined,,,b,Item number (NR),,,,,,,,,,,,,
,080,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,0,Full,Undefined,#,Undefined,,,b,Item number (NR),,,,,,,,,,,,,
,080,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,1,Abridged,Undefined,#,Undefined,,,b,Item number (NR),,,,,,,,,,,,,
,080,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,#,No information provided,Undefined,#,Undefined,,,x,Common auxiliary subdivision (R),,,,,,,,,,,,,
,080,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,0,Full,Undefined,#,Undefined,,,x,Common auxiliary subdivision (R),,,,,,,,,,,,,
,080,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,1,Abridged,Undefined,#,Undefined,,,x,Common auxiliary subdivision (R),,,,,,,,,,,,,
,080,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,0,Full,Undefined,#,Undefined,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,080,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,0,Full,Undefined,#,Undefined,,,1,Real World Object URI (R),,,,,,,,,,,,,
,080,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,0,Full,Undefined,#,Undefined,,,2,Edition identifier (NR),,,,,,,,,,,,,
,080,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,0,Full,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
,080,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,0,Full,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,080,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,1,Abridged,Undefined,#,Undefined,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,080,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,1,Abridged,Undefined,#,Undefined,,,1,Real World Object URI (R),,,,,,,,,,,,,
,080,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,1,Abridged,Undefined,#,Undefined,,,2,Edition identifier (NR),,,,,,,,,,,,,
,080,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,1,Abridged,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
,080,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,1,Abridged,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,80,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,#,No information provided,Undefined,#,Undefined,,,0,Authority record control number or standard number (R),,,,,,,,,,,,,
,80,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,#,No information provided,Undefined,#,Undefined,,,1,Real World Object URI (R),,,,,,,,,,,,,
,80,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,#,No information provided,Undefined,#,Undefined,,,2,Edition identifier (NR),,,,,,,,,,,,,
,80,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,#,No information provided,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
,80,UNIVERSAL DECIMAL CLASSIFICATION NUMBER (R),Type of edition,#,No information provided,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
