Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,a,Category of scale (NR),,,,,,,http://rdaregistry.info/Elements/e/P20226,has horizontal scale of cartographic content,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,a,Category of scale (NR),,,,,,,http://rdaregistry.info/Elements/e/P20228,has scale,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,a,Category of scale (NR),,,,,,,http://rdaregistry.info/Elements/e/P20230,has vertical scale of cartographic content,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,a,Category of scale (NR),,,,,,,http://rdaregistry.info/Elements/e/P20291,has scale designation,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,b,Angular scale,,,,,,,http://rdaregistry.info/Elements/e/P20226,has horizontal scale of cartographic content,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,b,Angular scale,,,,,,,http://rdaregistry.info/Elements/e/P20228,has scale,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,c,Constant ratio linear vertical scale (R),,,,,,,http://rdaregistry.info/Elements/e/P20228,has scale,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,c,Constant ratio linear vertical scale (R),,,,,,,http://rdaregistry.info/Elements/e/P20230,has vertical scale of cartographic content,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,c,Constant ratio linear vertical scale (R),,,,,,,http://rdaregistry.info/Elements/e/P20291,has scale designation,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,d,Coordinates--westernmost longitude (NR),,,,,,,http://rdaregistry.info/Elements/w/P10024,has coordinates of cartographic content,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,d,Coordinates--westernmost longitude (NR),,,,,,,http://rdaregistry.info/Elements/w/P10081,has longitude and latitude,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,d,Coordinates--westernmost longitude (NR),,,,,,,http://rdaregistry.info/Elements/w/P10083,has strings of coordinate pairs,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,d,Coordinates--westernmost longitude (NR),,,,,,,http://rdaregistry.info/Elements/w/P10301,has longitude,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,d,Coordinates--westernmost longitude (NR),,,,,,,http://rdaregistry.info/Elements/w/P10316,has related place of work,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,e,Coordinates--easternmost longitude (NR),,,,,,,http://rdaregistry.info/Elements/w/P10024,has coordinates of cartographic content,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,e,Coordinates--easternmost longitude (NR),,,,,,,http://rdaregistry.info/Elements/w/P10081,has longitude and latitude,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,e,Coordinates--easternmost longitude (NR),,,,,,,http://rdaregistry.info/Elements/w/P10083,has strings of coordinate pairs,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,e,Coordinates--easternmost longitude (NR),,,,,,,http://rdaregistry.info/Elements/w/P10301,has longitude,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,e,Coordinates--easternmost longitude (NR),,,,,,,http://rdaregistry.info/Elements/w/P10316,has related place of work,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,f,Coordinates--northernmost latitude (NR),,,,,,,http://rdaregistry.info/Elements/w/P10024,has coordinates of cartographic content,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,f,Coordinates--northernmost latitude (NR),,,,,,,http://rdaregistry.info/Elements/w/P10081,has longitude and latitude,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,f,Coordinates--northernmost latitude (NR),,,,,,,http://rdaregistry.info/Elements/w/P10083,has strings of coordinate pairs,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,f,Coordinates--northernmost latitude (NR),,,,,,,http://rdaregistry.info/Elements/w/P10300,has latitude,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,f,Coordinates--northernmost latitude (NR),,,,,,,http://rdaregistry.info/Elements/w/P10316,has related place of work,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,g,Coordinates--southernmost latitude (NR),,,,,,,http://rdaregistry.info/Elements/w/P10024,has coordinates of cartographic content,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,g,Coordinates--southernmost latitude (NR),,,,,,,http://rdaregistry.info/Elements/w/P10081,has longitude and latitude,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,g,Coordinates--southernmost latitude (NR),,,,,,,http://rdaregistry.info/Elements/w/P10083,has strings of coordinate pairs,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,g,Coordinates--southernmost latitude (NR),,,,,,,http://rdaregistry.info/Elements/w/P10300,has latitude,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,*,,Type of ring,*,,,,g,Coordinates--southernmost latitude (NR),,,,,,,http://rdaregistry.info/Elements/w/P10316,has related place of work,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,0,Scale indeterminable/No scale recorded,Type of ring,#,Not applicable,,,h,Angular scale (R),,,,,,,,,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,0,Scale indeterminable/No scale recorded,Type of ring,0,Outer ring,,,h,Angular scale (R),,,,,,,,,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,0,Scale indeterminable/No scale recorded,Type of ring,1,Exclusion ring,,,h,Angular scale (R),,,,,,,,,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,1,Single scale,Type of ring,#,Not applicable,,,h,Angular scale (R),,,,,,,,,,,,,
,034,CODED CARTOGRAPHIC MATHEMATICAL DATA (R),Type of scale,1,Single scale,Type of ring,0,Outer ring,,,h,Angular scale (R),,,,,,,,,,,,,
