Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,h,Extraterrestrial area (R),,,,,,,http://rdaregistry.info/Elements/w/P10256,has subject,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,h,Extraterrestrial area (R),,,,,,,http://rdaregistry.info/Elements/w/P10316,has related place of work,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,h,Extraterrestrial area (R),,,,,,,http://rdaregistry.info/Elements/w/P10321,has subject place,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,h,Extraterrestrial area (R),,,,,,,http://rdaregistry.info/Elements/w/P10601,is description of place,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,g,Other nonjurisdictional geographic region and feature (R),,,,,,,http://rdaregistry.info/Elements/w/P10256,has subject,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,g,Other nonjurisdictional geographic region and feature (R),,,,,,,http://rdaregistry.info/Elements/w/P10316,has related place of work,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,g,Other nonjurisdictional geographic region and feature (R),,,,,,,http://rdaregistry.info/Elements/w/P10321,has subject place,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,g,Other nonjurisdictional geographic region and feature (R),,,,,,,http://rdaregistry.info/Elements/w/P10601,is description of place,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,f,City subsection (R),,,,,,,http://rdaregistry.info/Elements/w/P10256,has subject,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,f,City subsection (R),,,,,,,http://rdaregistry.info/Elements/w/P10316,has related place of work,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,f,City subsection (R),,,,,,,http://rdaregistry.info/Elements/w/P10321,has subject place,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,f,City subsection (R),,,,,,,http://rdaregistry.info/Elements/w/P10601,is description of place,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,#,Undefined,Undefined,#,Undefined,,,e,Relator term (R),,,,,,,,,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,d,City (NR),,,,,,,http://rdaregistry.info/Elements/w/P10256,has subject,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,d,City (NR),,,,,,,http://rdaregistry.info/Elements/w/P10316,has related place of work,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,d,City (NR),,,,,,,http://rdaregistry.info/Elements/w/P10321,has subject place,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,d,City (NR),,,,,,,http://rdaregistry.info/Elements/w/P10601,is description of place,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,c,Intermediate political jurisdiction (R),,,,,,,http://rdaregistry.info/Elements/w/P10256,has subject,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,c,Intermediate political jurisdiction (R),,,,,,,http://rdaregistry.info/Elements/w/P10316,has related place of work,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,c,Intermediate political jurisdiction (R),,,,,,,http://rdaregistry.info/Elements/w/P10321,has subject place,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,c,Intermediate political jurisdiction (R),,,,,,,http://rdaregistry.info/Elements/w/P10601,is description of place,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,b,First-order political jurisdiction (NR),,,,,,,http://rdaregistry.info/Elements/w/P10256,has subject,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,b,First-order political jurisdiction (NR),,,,,,,http://rdaregistry.info/Elements/w/P10316,has related place of work,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,b,First-order political jurisdiction (NR),,,,,,,http://rdaregistry.info/Elements/w/P10321,has subject place,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,b,First-order political jurisdiction (NR),,,,,,,http://rdaregistry.info/Elements/w/P10601,is description of place,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,a,Country or larger entity (R),,,,,,,http://rdaregistry.info/Elements/w/P10256,has subject,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,a,Country or larger entity (R),,,,,,,http://rdaregistry.info/Elements/w/P10316,has related place of work,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,a,Country or larger entity (R),,,,,,,http://rdaregistry.info/Elements/w/P10321,has subject place,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,a,Country or larger entity (R),,,,,,,http://rdaregistry.info/Elements/w/P10601,is description of place,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,#,Undefined,Undefined,#,Undefined,,,4,Relationship (R),,,,,,,,,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,#,Undefined,Undefined,#,Undefined,,,2,Source of heading or term (NR),,,,,,,,,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,#,Undefined,Undefined,#,Undefined,,,6,Linkage (NR),,,,,,,,,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,#,Undefined,Undefined,#,Undefined,,,8,Field link and sequence number (R),,,,,,,,,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10256,has subject,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10316,has related place of work,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10321,has subject place,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,0,Authority record control number or standard number (R),,,,,,,http://rdaregistry.info/Elements/w/P10601,is description of place,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10256,has subject,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10316,has related place of work,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10321,has subject place,,,,,
,662,SUBJECT ADDED ENTRY--HIERARCHICAL PLACE NAME (R),Undefined,*,,Undefined,*,,,,1,Real World Object URI (R),,,,,,,http://rdaregistry.info/Elements/w/P10601,is description of place,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
