Status,MARCField,MARCFieldLabel,MARCInd1Label,MARCInd1Value,MARCInd1ValueLabel,MARCInd2Label,MARCInd2Value,MARCInd2ValueLabel,CharacterPosition,CharacterPositionLabel,MARCSubfield,MARCSubfieldLabel,CodeValue,CodeValueLabel,MARCTagCondition1,Condition1Values,MARCTagCondition2,Condition2Values,RDA Registry URI,RDA Registry Label,Recording Method,Justification for Mapping,Transformation Notes,Problems with Mapping,Notes (Uncategorized)
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,#,No information provided,Type of term or name,#,No information provided,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,#,No information provided,Type of term or name,0,Topical term,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,#,No information provided,Type of term or name,1,Personal name,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,#,No information provided,Type of term or name,2,Corporate name,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,#,No information provided,Type of term or name,3,Meeting name,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,#,No information provided,Type of term or name,4,Chronological term,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,#,No information provided,Type of term or name,5,Geographic name,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,#,No information provided,Type of term or name,6,Genre/form term,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,0,No level specified,Type of term or name,#,No information provided,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,0,No level specified,Type of term or name,0,Topical term,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,0,No level specified,Type of term or name,1,Personal name,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,0,No level specified,Type of term or name,2,Corporate name,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,0,No level specified,Type of term or name,3,Meeting name,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,0,No level specified,Type of term or name,4,Chronological term,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,0,No level specified,Type of term or name,5,Geographic name,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,0,No level specified,Type of term or name,6,Genre/form term,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,1,Primary,Type of term or name,#,No information provided,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,1,Primary,Type of term or name,0,Topical term,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,1,Primary,Type of term or name,1,Personal name,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,1,Primary,Type of term or name,2,Corporate name,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,1,Primary,Type of term or name,3,Meeting name,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,1,Primary,Type of term or name,4,Chronological term,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,1,Primary,Type of term or name,5,Geographic name,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,1,Primary,Type of term or name,6,Genre/form term,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,2,Secondary,Type of term or name,#,No information provided,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,2,Secondary,Type of term or name,0,Topical term,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,2,Secondary,Type of term or name,1,Personal name,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,2,Secondary,Type of term or name,2,Corporate name,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,2,Secondary,Type of term or name,3,Meeting name,,,a,Uncontrolled term (R),,,,,,,,,,,,,
,653,INDEX TERM--UNCONTROLLED (R),Level of index term,2,Secondary,Type of term or name,4,Chronological term,,,a,Uncontrolled term (R),,,,,,,,,,,,,
